,FID,Id,SPECIES,DATEPLANT,Latitude,Longitude,Rootspace,nearest_st,tree_heigh,tree_sprea,Diameter_a,condition,tree_def_1,tree_def_2,are_over_h,tree_care_,tree_asset,age_class,collected_,date_of_in,inspected,parent,families,parent_name
696,696,0,Liriodendron tulipifera,11/2/2021,42.69697793,-71.15920907, ,28 Bailey St,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,LIRIODENDRON,Magnoliaceae
697,697,0,Gleditsia triacanthos var. inermis,11/9/2021,42.71177728,-71.16287837, ,O'Neill Park Rain garden,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
698,698,0,Gleditsia triacanthos var. inermis,11/9/2021,42.71178601,-71.16282786, ,O'Neill Park Rain garden,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
699,699,0,Gleditsia triacanthos var. inermis,11/9/2021,42.71200213,-71.16296452, ,O'Neill Park Rain garden,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
700,700,0,Gymnocladus dioicus,11/9/2021,42.71211346,-71.16299423, ,O'Neill Park Rain garden,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GYMNOCLADUS,
701,701,0,Betula nigra,11/9/2021,42.71368005,-71.17271153, ,Holly Street,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,BETULA,Betulaceae
702,702,0,Betula nigra (multistem),11/9/2021,42.713418,-71.1723336, ,Holly Street,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,BETULA,Betulaceae
703,703,0,Betula nigra (multistem),11/9/2021,42.71343546,-71.1722718, ,Holly Street,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,BETULA,Betulaceae
704,704,0,Betula nigra (multistem),11/9/2021,42.7133918,-71.17237876, ,Holly Street,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,BETULA,Betulaceae
705,705,0,Gleditsia triacanthos var. inermis,11/11/2021,42.69832304,-71.15387309, ,151 Bailey St,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
706,706,0,Gleditsia triacanthos var. inermis,11/11/2021,42.69832877,-71.15381185, ,151 Bailey St,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
707,707,0,Zelkova serrata 'Musashino',11/11/2021,42.69903735,-71.15301044, ,Salem St,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ZELKOVA,
708,708,0,Zelkova serrata 'Musashino',11/11/2021,42.69958635,-71.14759182, ,Salem St,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ZELKOVA,
709,709,0,Amelanchier x grandiflora,11/11/2021,42.71162114,-71.16643908, ,White St,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,AMELANCHIER,Rosaceae
710,710,0,Platanus x acerifolia 'Bloodgood',11/11/2021,42.71155128,-71.16607661, ,White St,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,PLATANUS,Platanaceae
711,711,0,Prunus sargentii 'fastigiata',11/11/2021,42.7115098,-71.1662014, ,White St,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,PRUNUS,
712,712,0,Prunus sargentii 'fastigiata',11/11/2021,42.71154037,-71.16615386, ,White St,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,PRUNUS,
713,713,0,Quercus rubra,11/11/2021,42.71169973,-71.16645393, ,White St,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,QUERCUS,Fagaceae
714,714,0,Maackia amurensis,11/12/2021,42.69834658,-71.15104384, ,Bailey & Phillips st,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,MAACKIA,
715,715,0,Tilia americana 'Redmond',11/12/2021,42.71951451,-71.17010191, ,Juniper & Basswood,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,TILIA,Malvaceae
716,716,0,Amelanchier laevis 'Cumulus',10/4/2021,42.69870518,-71.14985409, ,224 Bailey St,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,AMELANCHIER,Rosaceae
717,717,0,Quercus coccinea,20220608,42.71354928,-71.16210395, ,Spicket River Greenway,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,QUERCUS,Fagaceae
718,718,0,Amelanchier grandifolia,20220627,42.71181757,-71.166534, ,Plainsman Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,AMELANCHIER,Rosaceae
719,719,0,Amelanchier grandifolia,20220627,42.71152277,-71.16649407, ,Plainsman Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,AMELANCHIER,Rosaceae
720,720,0,Quercus rubra,20220627,42.71178543,-71.16649597, ,Plainsman Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,QUERCUS,Fagaceae
721,721,0,Quercus rubra,20220627,42.71164851,-71.16657964, ,Plainsman Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,QUERCUS,Fagaceae
722,722,0,Quercus rubra,20220627,42.71157726,-71.16648266, ,Plainsman Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,QUERCUS,Fagaceae
723,723,0,Ulmus americana,20220627,42.71179102,-71.16661196, ,Plainsman Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ULMUS,Ulmaceae
724,724,0,Ulmus americana,20220627,42.71172536,-71.166534, ,Plainsman Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ULMUS,Ulmaceae
725,725,0,Ulmus americana,20220627,42.71152836,-71.16656062, ,Plainsman Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ULMUS,Ulmaceae
726,726,0,Zelkova serrata 'Mushashino',20220624,42.71661926,-71.17469353, ,74-80 Spruce St,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ZELKOVA,
727,727,0,Zelkova serrata 'Mushashino',20220624,42.71663323,-71.17459751, ,74-80 Spruce St,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ZELKOVA,
728,728,0,Zelkova serrata 'Mushashino',20220624,42.7166479,-71.17448627, ,74-80 Spruce St,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ZELKOVA,
729,729,0,Gymnocladus dioicus,20220415,42.71195571,-71.16288087, ,O'Connell Park Rain Garden,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GYMNOCLADUS,
730,730,0,Liquidambar styraciflua,20220503,42.71367278,-71.17264827, ,Kennedy Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,LIQUIDAMBAR,Altingiaceae
731,731,0,Maclura pomifera 'White Shield',20220512,42.71306828,-71.15994703, ,Immigrant Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,MACLURA,
732,732,0,Quercus bicolor,20220512,42.71309447,-71.1585566, ,Immigrant Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,QUERCUS,Fagaceae
733,733,0,Quercus bicolor,20220512,42.71306173,-71.15876457, ,Immigrant Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,QUERCUS,Fagaceae
734,734,0,Quercus bicolor,20220512,42.71317961,-71.1582803, ,Immigrant Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,QUERCUS,Fagaceae
735,735,0,Tilia americana,20220512,42.71317524,-71.15850015, ,Immigrant Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,TILIA,Malvaceae
736,736,0,Tilia americana,20220512,42.71319891,-71.15836848, ,Immigrant Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,TILIA,Malvaceae
737,737,0,Tilia americana,20220512,42.71326563,-71.15821292, ,Immigrant Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,TILIA,Malvaceae
738,738,0,Acer freemani 'Armstrong',20220520,42.71292856,-71.15936471, ,Immigrant Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ACER,Sapindaceae
739,739,0,Acer freemani 'Armstrong',20220502,42.71830381,-71.16980328, ,Cronin Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ACER,Sapindaceae
740,740,0,Acer freemani 'Armstrong',20220502,42.71829857,-71.16987696, ,Cronin Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ACER,Sapindaceae
741,741,0,Acer freemani 'Armstrong',20220502,42.71829333,-71.16994588, ,Cronin Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ACER,Sapindaceae
742,742,0,Acer rubrum 'October Glory',20220502,42.71770311,-71.16956322, ,Cronin Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ACER,Sapindaceae
743,743,0,Quercus palustris 'Regal Prince',20220502,42.71794933,-71.16948241, ,Cronin Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,QUERCUS,Fagaceae
744,744,0,Acer rubrum 'October Glory',20220429,42.7182392,-71.16993875, ,Cronin Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ACER,Sapindaceae
745,745,0,Maclura pomifera 'White Shield',20220429,42.71788646,-71.16991261, ,Cronin Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,MACLURA,
746,746,0,Maclura pomifera 'White Shield',20220429,42.71782185,-71.16990072, ,Cronin Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,MACLURA,
747,747,0,Maclura pomifera 'White Shield',20220429,42.71775724,-71.16989597, ,Cronin Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,MACLURA,
748,748,0,Prunus sargenti,20220429,42.71772406,-71.16980803, ,Cronin Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,PRUNUS,
749,749,0,Quercus rubra,20220429,42.717869,-71.16981278, ,Cronin Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,QUERCUS,Fagaceae
750,750,0,Quercus rubra,20220429,42.71788995,-71.16947765, ,Cronin Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,QUERCUS,Fagaceae
751,751,0,Prunis yeodensis,20220614,42.71776946,-71.16946102, ,Cronin Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,PRUNIS,
752,752,0,Ulmus americana 'Patriot',20220614,42.71785503,-71.16939684, ,Cronin Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ULMUS,Ulmaceae
753,753,0,Ulmus americana 'Patriot',20220614,42.71794933,-71.16940635, ,Cronin Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ULMUS,Ulmaceae
754,754,0,Ulmus americana 'Patriot',20220614,42.71801394,-71.16941586, ,Cronin Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ULMUS,Ulmaceae
755,755,0,Acer tartaricum,20220615,42.7127969,-71.16040716, ,Immigrant Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ACER,Sapindaceae
756,756,0,Acer tartaricum,20220616,42.71268652,-71.16119911, ,Immigrant Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ACER,Sapindaceae
757,757,0,Gleditsia tricanthos 'Streetkeeper',20220621,42.69492152,-71.15280316, ,101 Boxford,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
758,758,0,Gleditsia tricanthos 'Streetkeeper',20220621,42.69524847,-71.14925667, ,11-13 Boxford,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
759,759,0,Gleditsia tricanthos 'Streetkeeper',20220621,42.69523213,-71.14943143, ,15-17 Boxford,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
760,760,0,Gleditsia tricanthos 'Streetkeeper',20220621,42.69521572,-71.1496081, ,21-19 Boxford,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
761,761,0,Gleditsia tricanthos 'Streetkeeper',20220621,42.69519899,-71.14978457, ,23-25 Boxford,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
762,762,0,Gleditsia tricanthos 'Streetkeeper',20220621,42.69518155,-71.14997387, ,27-29 Boxford,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
763,763,0,Prunus cerasifera,20220621,42.69508798,-71.14946631, ,14-16 Boxford,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,PRUNUS,
764,764,0,Syringa reticulata,20220621,42.69507556,-71.14961463, ,18-20 Boxford,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,SYRINGA,Oleaceae
765,765,0,Syringa reticulata,20220621,42.69505998,-71.14979509, ,24-26 Boxford,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,SYRINGA,Oleaceae
766,766,0,Maackia amurensis,20220626,42.69510453,-71.14927826, ,10-12 Boxford St,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,MAACKIA,
767,767,0,Syringa reticulata,20220627,42.69505007,-71.1499054, ,24-26 Boxford,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,SYRINGA,Oleaceae
768,768,0,Syringa reticulata,20220627,42.69485715,-71.15197798, ,74 Boxford,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,SYRINGA,Oleaceae
769,769,0,Gleditsia tricanthos 'Streetkeeper',20220628,42.69509382,-71.1508946, ,39 Boxford,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
770,770,0,Gleditsia tricanthos 'Streetkeeper',20220628,42.69507556,-71.15108521, ,47 Boxford,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
771,771,0,Gleditsia tricanthos 'Streetkeeper',20220628,42.69505896,-71.15126848, ,51 Boxford,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
772,772,0,Gleditsia tricanthos 'Streetkeeper',20220628,42.69504063,-71.1514955, ,61 Boxford,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
773,773,0,Gleditsia tricanthos 'Streetkeeper',20220628,42.69502248,-71.15169743, ,65-67 Boxford,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
774,774,0,Gleditsia tricanthos 'Streetkeeper',20220628,42.69500596,-71.15188088, ,71 Boxford,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
775,775,0,Gleditsia tricanthos 'Streetkeeper',20220628,42.69497082,-71.15226908, ,83-85 Boxford,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
776,776,0,Gleditsia tricanthos 'Streetkeeper',20220628,42.69495695,-71.15242782, ,89-91 Boxford,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
777,777,0,Gleditsia tricanthos 'Streetkeeper',20220628,42.69493971,-71.1526143, ,93-95 Boxford,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
778,778,0,Gleditsia tricanthos 'Streetkeeper',20220628,42.69526414,-71.14908916, ,9-7 Boxford St,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
779,779,0,Gleditsia tricanthos 'Streetkeeper',20220628,42.69514013,-71.15040918, ,Odd corner of Boxford & Phillips,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,GLEDITSIA,Fabaceae
780,780,0,Maackia amurensis,20220628,42.69498826,-71.15207135, ,77-79 Boxford,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,MAACKIA,
781,781,0,Malus sylvestris 'Adirondack',20220628,42.69504188,-71.14999217, ,32-34 Boxford,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,MALUS,Rosaceae
782,782,0,Malus sylvestris 'Adirondack',20220628,42.69487872,-71.15173889, ,68 Boxford,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,MALUS,Rosaceae
783,783,0,Malus sylvestris 'Adirondack',20220628,42.69500456,-71.15039482, ,76 Phillips,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,MALUS,Rosaceae
784,784,0,Malus sylvestris 'Adirondack',20220628,42.69501668,-71.15026259, ,76 Phillips,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,MALUS,Rosaceae
785,785,0,Malus sylvestris 'Adirondack',20220628,42.69482797,-71.1523065, ,82 Noxford,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,MALUS,Rosaceae
786,786,0,Malus sylvestris 'Adirondack',20220628,42.69484125,-71.15215062, ,Boxford,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,MALUS,Rosaceae
787,787,0,Syringa reticulata,20220628,42.69502959,-71.15012326, ,28-30 Boxford,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,SYRINGA,Oleaceae
788,788,0,Syringa reticulata,20220628,42.69481575,-71.15244226, ,86 Boxford,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,SYRINGA,Oleaceae
789,789,0,Syringa reticulata,20220628,42.69479592,-71.15265224, ,88 Boxford,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,SYRINGA,Oleaceae
790,790,0,Syringa reticulata,20220628,42.69477595,-71.15286808, ,94-96 Boxford,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,SYRINGA,Oleaceae
791,791,0,Syringa reticulata,20220628,42.69490232,-71.15300725, ,Corner of Box & S Union,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,SYRINGA,Oleaceae
792,792,0,Malus sylvestris 'Adirondack',20220628,42.69489557,-71.15157143, , Boxford,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,MALUS,Rosaceae
793,793,0,Malus sylvestris 'Adirondack',20220628,42.69491098,-71.15141508, , Boxford,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,MALUS,Rosaceae
794,794,0,Malus sylvestris 'Adirondack',20220628,42.69492585,-71.15125277, , Boxford,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,MALUS,Rosaceae
795,795,0,Malus sylvestris 'Adirondack',20220628,42.69494097,-71.15108317, , Boxford,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,MALUS,Rosaceae
796,796,0,Tilia americana,20220519,42.71464429,-71.16425147, ,178 Lawrence St,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,TILIA,Malvaceae
797,797,0,Tilia americana,20220519,42.71458317,-71.16423008, ,178 Lawrence St,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,TILIA,Malvaceae
798,798,0,Maackia amurensis,20220524,42.70116185,-71.14655565, ,72 Market St,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,MAACKIA,
799,799,0,Maackia amurensis,20220524,42.70113517,-71.14682787, ,80 Market ST,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,MAACKIA,
800,800,0,Syringa reticulata,20220524,42.7011212,-71.14697523, ,80 Market St,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,SYRINGA,Oleaceae
801,801,0,Syringa reticulata,20220524,42.70109884,-71.14722907, ,84 Market St,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,SYRINGA,Oleaceae
802,802,0,Syringa reticulata,20220524,42.70106076,-71.14763439, ,92 Market St,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,SYRINGA,Oleaceae
803,803,0,Malus sylvestris 'Adirondack',20220608,42.70120329,-71.14610944, ,64 Market St,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,MALUS,Rosaceae
804,804,0,Malus sylvestris 'Adirondack',20220608,42.70119491,-71.14620642, ,64 Market St,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,MALUS,Rosaceae
805,805,0,Malus sylvestris 'Adirondack',20220608,42.70118513,-71.14633381, ,68 Market St,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,MALUS,Rosaceae
806,806,0,Malus sylvestris 'Adirondack',20220608,42.70117336,-71.14643112, ,68 Market St,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,MALUS,Rosaceae
807,807,0,Acer rubrum,20220602,42.71183167,-71.16159337, ,65 Lawrence St,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ACER,Sapindaceae
808,808,0,Acer rubrum,20220602,42.71192336,-71.16127547, ,65 Lawrence St,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ACER,Sapindaceae
809,809,0,Acer rubrum,20220602,42.71198885,-71.16096649, ,65 Lawrence St,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ACER,Sapindaceae
810,810,0,Liquidambar stryraciflua,20220602,42.71196047,-71.16110909, ,65 Lawrence St,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,LIQUIDAMBAR,Altingiaceae
811,811,0,Liquidambar stryraciflua,20220602,42.7118797,-71.16143887, ,65 Lawrence St,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,LIQUIDAMBAR,Altingiaceae
812,812,0,Liquidambar stryraciflua,20220602,42.71180984,-71.1617746, ,65 Lawrence St,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,LIQUIDAMBAR,Altingiaceae
813,813,0,Taxodium distichum,20220602,42.71222243,-71.16304321, ,65 Lawrence St,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,TAXODIUM,Cupressaceae
814,814,0,Taxodium distichum,20220602,42.71218095,-71.16300459, ,65 Lawrence St,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,TAXODIUM,Cupressaceae
815,815,0,Tilia americana,20220602,42.71235341,-71.16254408, ,65 Lawrence St,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,TILIA,Malvaceae
816,816,0,Tilia americana,20220602,42.71233376,-71.16268372, ,65 Lawrence St,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,TILIA,Malvaceae
817,817,0,Tilia americana,20220602,42.71231411,-71.16284416, ,65 Lawrence St,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,TILIA,Malvaceae
818,818,0,Tilia americana,20220602,42.71229665,-71.16297191, ,65 Lawrence St,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,TILIA,Malvaceae
819,819,0,Tilia cordata,20220603,42.69675075,-71.15783512, ,66 Lawrence St,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,TILIA,Malvaceae
820,820,0,Acer rubrum,20220510,42.71367812,-71.16196732, ,Maple Street,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,ACER,Sapindaceae
821,821,0,Taxodium distichum,20221027,42.71001424,-71.14796256, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,TAXODIUM,Cupressaceae
822,822,0,Taxodium distichum,20221027,42.70994351,-71.14789482, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,TAXODIUM,Cupressaceae
823,823,0,Amelanchier,20221027,42.70988588,-71.14883247, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,AMELANCHIER,Rosaceae
824,824,0,Amelanchier,20221027,42.70987016,-71.14878255, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,AMELANCHIER,Rosaceae
825,825,0,Amelanchier,20221027,42.70983872,-71.14873026, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,AMELANCHIER,Rosaceae
826,826,0,Amelanchier,20221027,42.70981776,-71.14867797, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,AMELANCHIER,Rosaceae
827,827,0,Amelanchier,20221027,42.70978982,-71.14863044, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,AMELANCHIER,Rosaceae
828,828,0,Amelanchier,20221027,42.70976537,-71.14859003, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , ,,AMELANCHIER,Rosaceae
